# BUSCO version is: 5.4.2 
# The lineage dataset is: arthropoda_odb10 (Creation date: 2020-09-10, number of genomes: 90, number of BUSCOs: 1013)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
44001at6656	Complete	AgamP4_2L:34743561-34746611	973.0	757	https://www.orthodb.org/v10?query=44001at6656	presequence protease, mitochondrial
44123at6656	Complete	AgamP4_3L:26893432-26896047	344.2	313	https://www.orthodb.org/v10?query=44123at6656	Ankyrin repeat-containing domain
44359at6656	Complete	AgamP4_2R:49512536-49514860	405.6	386	https://www.orthodb.org/v10?query=44359at6656	RUN domain-containing protein 1
44389at6656	Complete	AgamP4_2R:37678361-37695682	454.6	394	https://www.orthodb.org/v10?query=44389at6656	RUN and FYVE domain-containing protein 2 isoform X1
44504at6656	Complete	AgamP4_2R:4563302-4564801	767.5	421	https://www.orthodb.org/v10?query=44504at6656	WD40-repeat-containing domain
44630at6656	Complete	AgamP4_2R:33579883-33582370	479.4	283	https://www.orthodb.org/v10?query=44630at6656	E3 ubiquitin-protein ligase HRD1
44694at6656	Complete	AgamP4_3L:8750490-8753300	463.6	351	https://www.orthodb.org/v10?query=44694at6656	ATP-dependent RNA helicase DDX24
44953at6656	Complete	AgamP4_2R:55466578-55468326	567.9	359	https://www.orthodb.org/v10?query=44953at6656	WD40-repeat-containing domain
45131at6656	Duplicated	AgamP4_3R:49959164-49961053	486.6	349	https://www.orthodb.org/v10?query=45131at6656	WD40-repeat-containing domain
45131at6656	Duplicated	AgamP4_X:3266607-3275242	426.6	345	https://www.orthodb.org/v10?query=45131at6656	WD40-repeat-containing domain
45367at6656	Complete	AgamP4_X:17125161-17134199	331.5	317	https://www.orthodb.org/v10?query=45367at6656	dynactin subunit 4
45528at6656	Complete	AgamP4_3R:33488889-33491571	523.2	487	https://www.orthodb.org/v10?query=45528at6656	pre-rRNA-processing protein TSR1 homolog
45556at6656	Complete	AgamP4_2R:42201666-42203099	375.2	361	https://www.orthodb.org/v10?query=45556at6656	Protoporphyrinogen oxidase
45732at6656	Complete	AgamP4_2L:14718903-14726107	579.5	383	https://www.orthodb.org/v10?query=45732at6656	60S ribosomal export protein NMD3
45915at6656	Complete	AgamP4_2R:21070110-21071551	303.5	297	https://www.orthodb.org/v10?query=45915at6656	putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase
46430at6656	Complete	AgamP4_3R:4789458-4791139	564.1	402	https://www.orthodb.org/v10?query=46430at6656	KDEL motif-containing protein 1
46437at6656	Complete	AgamP4_2R:27039208-27043163	523.3	328	https://www.orthodb.org/v10?query=46437at6656	protein TAPT1 homolog
46671at6656	Complete	AgamP4_2R:10837461-10839375	582.7	395	https://www.orthodb.org/v10?query=46671at6656	intraflagellar transport protein 56
46679at6656	Complete	AgamP4_2R:34681318-34685012	616.5	379	https://www.orthodb.org/v10?query=46679at6656	polycomb protein Scm
46692at6656	Complete	AgamP4_X:13856870-13859315	623.9	508	https://www.orthodb.org/v10?query=46692at6656	protein VAC14 homolog
46750at6656	Complete	AgamP4_2R:8933936-8935746	678.4	441	https://www.orthodb.org/v10?query=46750at6656	sphingosine-1-phosphate lyase
46960at6656	Complete	AgamP4_2L:17034496-17036236	397.7	300	https://www.orthodb.org/v10?query=46960at6656	microspherule protein 1
47270at6656	Complete	AgamP4_3R:13792599-13797824	721.8	545	https://www.orthodb.org/v10?query=47270at6656	protein SDA1 homolog
47443at6656	Complete	AgamP4_X:11202831-11206990	673.6	482	https://www.orthodb.org/v10?query=47443at6656	protein sel-1 homolog 1
47495at6656	Complete	AgamP4_2L:44367895-44371686	348.9	324	https://www.orthodb.org/v10?query=47495at6656	Phosphoacetylglucosamine mutase
47500at6656	Complete	AgamP4_3R:9749534-9756598	545.4	647	https://www.orthodb.org/v10?query=47500at6656	tyrosine-protein kinase hopscotch
47967at6656	Complete	AgamP4_2R:46293558-46295516	667.5	348	https://www.orthodb.org/v10?query=47967at6656	Histone-arginine methyltransferase CARMER
48195at6656	Complete	AgamP4_3R:26481858-26483960	770.7	373	https://www.orthodb.org/v10?query=48195at6656	putative ATP-dependent RNA helicase me31b
48466at6656	Complete	AgamP4_3L:2396141-2401815	405.0	236	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48519at6656	Complete	AgamP4_2R:3578189-3580456	711.7	473	https://www.orthodb.org/v10?query=48519at6656	MAU2 chromatid cohesion factor homolog
48657at6656	Complete	AgamP4_3R:47950590-47953336	704.3	376	https://www.orthodb.org/v10?query=48657at6656	Rab GDP dissociation inhibitor
48836at6656	Complete	AgamP4_3L:20468158-20474986	491.2	321	https://www.orthodb.org/v10?query=48836at6656	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein
49070at6656	Complete	AgamP4_X:15786643-15788562	425.7	310	https://www.orthodb.org/v10?query=49070at6656	tRNA-dihydrouridine(20) synthase 
49526at6656	Complete	AgamP4_X:1424386-1426508	380.3	423	https://www.orthodb.org/v10?query=49526at6656	translation initiation factor eIF-2B subunit epsilon
49936at6656	Complete	AgamP4_2R:30074885-30079793	1030.5	640	https://www.orthodb.org/v10?query=49936at6656	cell division cycle 5-like protein
50191at6656	Complete	AgamP4_2L:32632238-32635530	578.2	502	https://www.orthodb.org/v10?query=50191at6656	FAS-associated factor 1
50493at6656	Complete	AgamP4_2L:10332857-10335226	874.9	558	https://www.orthodb.org/v10?query=50493at6656	putative RNA-binding protein 15
50740at6656	Complete	AgamP4_3R:5296193-5298019	658.8	399	https://www.orthodb.org/v10?query=50740at6656	mitochondrial-processing peptidase subunit alpha
50792at6656	Complete	AgamP4_3R:176421-179259	579.6	563	https://www.orthodb.org/v10?query=50792at6656	E3 UFM1-protein ligase 1 homolog
50947at6656	Complete	AgamP4_3R:21067729-21069716	784.5	436	https://www.orthodb.org/v10?query=50947at6656	pre-mRNA-processing factor 17
51037at6656	Complete	AgamP4_3R:31263765-31268152	227.6	257	https://www.orthodb.org/v10?query=51037at6656	general transcription factor 3C polypeptide 5
51280at6656	Complete	AgamP4_2L:49055384-49057112	269.2	219	https://www.orthodb.org/v10?query=51280at6656	epsilon-sarcoglycan isoform X1
51364at6656	Complete	AgamP4_X:3062204-3067285	644.1	516	https://www.orthodb.org/v10?query=51364at6656	kinesin-associated protein 3
51757at6656	Complete	AgamP4_3R:20275847-20278114	301.9	360	https://www.orthodb.org/v10?query=51757at6656	U3 small nucleolar ribonucleoprotein protein MPP10
52210at6656	Complete	AgamP4_3L:37631911-37633170	458.7	289	https://www.orthodb.org/v10?query=52210at6656	probable phenylalanine--tRNA ligase, mitochondrial
52224at6656	Complete	AgamP4_3R:45436182-45438142	444.2	326	https://www.orthodb.org/v10?query=52224at6656	vacuolar fusion protein MON1 homolog A
52320at6656	Complete	AgamP4_3R:1519875-1522048	447.7	306	https://www.orthodb.org/v10?query=52320at6656	PRKCA-binding protein isoform X1
52422at6656	Complete	AgamP4_2R:11736805-11738807	308.8	201	https://www.orthodb.org/v10?query=52422at6656	nucleolar complex protein 4 homolog B
52643at6656	Complete	AAAB01008247:15942-20606	321.3	302	https://www.orthodb.org/v10?query=52643at6656	CRAL-TRIO lipid binding domain
52828at6656	Complete	AgamP4_2R:37940830-37942056	339.9	254	https://www.orthodb.org/v10?query=52828at6656	mRNA cap guanine-N7 methyltransferase
53201at6656	Complete	AgamP4_3R:21124714-21126517	520.3	333	https://www.orthodb.org/v10?query=53201at6656	WD40-repeat-containing domain
53243at6656	Complete	AgamP4_2R:58360126-58361792	928.0	455	https://www.orthodb.org/v10?query=53243at6656	Signal recognition particle 54 kDa protein
53298at6656	Complete	AgamP4_2R:11265750-11268728	920.6	653	https://www.orthodb.org/v10?query=53298at6656	Hypoxia up-regulated protein 1
53318at6656	Complete	AgamP4_2L:42126196-42127639	430.2	332	https://www.orthodb.org/v10?query=53318at6656	Origin recognition complex subunit 4
53993at6656	Complete	AgamP4_2L:41631685-41644581	622.5	319	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
54236at6656	Complete	AgamP4_2L:39373096-39375665	573.3	563	https://www.orthodb.org/v10?query=54236at6656	WD40-repeat-containing domain
54527at6656	Complete	AgamP4_2L:10204320-10223771	628.4	349	https://www.orthodb.org/v10?query=54527at6656	actin-related protein 3
54679at6656	Complete	AAAB01006539:3564-6771	467.7	405	https://www.orthodb.org/v10?query=54679at6656	nitrogen permease regulator 3-like protein
55036at6656	Complete	AgamP4_2R:9090094-9093087	709.0	536	https://www.orthodb.org/v10?query=55036at6656	Exocyst complex component 2
55094at6656	Complete	AgamP4_2R:22361341-22363212	526.9	419	https://www.orthodb.org/v10?query=55094at6656	Eukaryotic translation initiation factor 2A
55108at6656	Complete	AgamP4_3R:13805740-13808122	586.8	414	https://www.orthodb.org/v10?query=55108at6656	SUMO-activating enzyme subunit 2
55260at6656	Complete	AgamP4_2R:9036124-9037694	417.8	264	https://www.orthodb.org/v10?query=55260at6656	protein farnesyltransferase subunit beta
55417at6656	Complete	AgamP4_2R:36850783-36852896	503.7	502	https://www.orthodb.org/v10?query=55417at6656	Tetratricopeptide repeat
55450at6656	Complete	AgamP4_2L:31019059-31020432	592.9	355	https://www.orthodb.org/v10?query=55450at6656	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
55599at6656	Complete	AgamP4_2R:51637894-51639855	616.1	472	https://www.orthodb.org/v10?query=55599at6656	WD40-repeat-containing domain
55847at6656	Complete	AgamP4_2R:8444302-8446926	443.4	572	https://www.orthodb.org/v10?query=55847at6656	nuclear pore complex protein Nup107
55932at6656	Complete	AgamP4_2R:17202342-17211173	273.7	273	https://www.orthodb.org/v10?query=55932at6656	Signal recognition particle subunit SRP68
55953at6656	Complete	AgamP4_3R:6271130-6275808	398.1	433	https://www.orthodb.org/v10?query=55953at6656	myb protein
56010at6656	Complete	AgamP4_3R:8085378-8086949	716.3	403	https://www.orthodb.org/v10?query=56010at6656	serine--tRNA ligase, cytoplasmic
56322at6656	Complete	AgamP4_2L:14654907-14666234	484.8	388	https://www.orthodb.org/v10?query=56322at6656	protein ABHD16A
56449at6656	Complete	AgamP4_X:10135397-10146565	915.4	835	https://www.orthodb.org/v10?query=56449at6656	transmembrane protein 94 isoform X1
56523at6656	Complete	AgamP4_2R:56833502-56835286	799.0	482	https://www.orthodb.org/v10?query=56523at6656	leucine-rich repeat protein soc-2 homolog
56687at6656	Complete	AgamP4_2R:4523317-4543042	223.2	194	https://www.orthodb.org/v10?query=56687at6656	Hedgehog protein
56836at6656	Complete	AgamP4_3R:44051649-44053124	607.8	328	https://www.orthodb.org/v10?query=56836at6656	COP9 signalosome complex subunit 4
57262at6656	Complete	AgamP4_3R:20279920-20281761	321.7	231	https://www.orthodb.org/v10?query=57262at6656	Protoheme IX farnesyltransferase, mitochondrial
57597at6656	Complete	AgamP4_3L:33335817-33337764	264.1	368	https://www.orthodb.org/v10?query=57597at6656	coiled-coil domain-containing protein 22 homolog
57605at6656	Complete	AgamP4_2R:11965232-11966953	470.0	385	https://www.orthodb.org/v10?query=57605at6656	DET1 homolog
57624at6656	Complete	AgamP4_2R:21826528-21833195	610.3	417	https://www.orthodb.org/v10?query=57624at6656	LMBR1 domain-containing protein 2 homolog
57932at6656	Complete	AgamP4_2R:1637534-1639427	503.5	451	https://www.orthodb.org/v10?query=57932at6656	RNA helicase
58012at6656	Complete	AgamP4_2R:58505905-58507634	403.0	375	https://www.orthodb.org/v10?query=58012at6656	DNA polymerase epsilon subunit
58027at6656	Duplicated	AgamP4_2L:36713116-36714284	228.3	318	https://www.orthodb.org/v10?query=58027at6656	BTB/POZ domain-containing protein 9
58027at6656	Duplicated	AgamP4_2L:36715896-36717128	234.8	321	https://www.orthodb.org/v10?query=58027at6656	BTB/POZ domain-containing protein 9
58027at6656	Duplicated	AgamP4_2L:38190409-38191673	223.2	315	https://www.orthodb.org/v10?query=58027at6656	BTB/POZ domain-containing protein 9
58027at6656	Duplicated	AgamP4_3R:16408996-16410228	252.3	341	https://www.orthodb.org/v10?query=58027at6656	BTB/POZ domain-containing protein 9
58110at6656	Complete	AgamP4_2R:17704642-17706144	620.8	396	https://www.orthodb.org/v10?query=58110at6656	WD40 repeat
58119at6656	Complete	AgamP4_2L:44379373-44383081	733.6	420	https://www.orthodb.org/v10?query=58119at6656	pre-mRNA-processing factor 19
58276at6656	Complete	AgamP4_3R:11344024-11345830	579.8	336	https://www.orthodb.org/v10?query=58276at6656	glutaryl-CoA dehydrogenase, mitochondrial
59084at6656	Complete	AgamP4_3R:25451064-25452551	629.3	360	https://www.orthodb.org/v10?query=59084at6656	probable 26S proteasome non-ATPase regulatory subunit 3
59193at6656	Complete	AgamP4_2L:9483271-9485334	291.7	317	https://www.orthodb.org/v10?query=59193at6656	zinc finger CCHC domain-containing protein 8 homolog
59197at6656	Complete	AgamP4_3R:26156304-26178869	268.7	194	https://www.orthodb.org/v10?query=59197at6656	EF-hand domain
59200at6656	Complete	AgamP4_3R:50353670-50354739	523.6	295	https://www.orthodb.org/v10?query=59200at6656	stress-induced-phosphoprotein 1
59226at6656	Complete	AgamP4_3L:38566097-38568177	682.4	527	https://www.orthodb.org/v10?query=59226at6656	DNA mismatch repair protein Mlh1
59393at6656	Complete	AgamP4_3L:3179989-3181810	368.7	248	https://www.orthodb.org/v10?query=59393at6656	serine palmitoyltransferase 1
59430at6656	Complete	AgamP4_2R:58628896-58633507	328.0	352	https://www.orthodb.org/v10?query=59430at6656	protein lin-9 homolog
59681at6656	Complete	AgamP4_X:18919008-18924430	670.5	331	https://www.orthodb.org/v10?query=59681at6656	Actin-related protein 2
59824at6656	Complete	AgamP4_2L:18015543-18017062	803.1	384	https://www.orthodb.org/v10?query=59824at6656	pleiotropic regulator 1
59833at6656	Complete	AgamP4_3L:38043090-38048713	694.5	406	https://www.orthodb.org/v10?query=59833at6656	U4/U6 small nuclear ribonucleoprotein Prp31
60067at6656	Complete	AgamP4_2R:23005999-23007399	522.0	334	https://www.orthodb.org/v10?query=60067at6656	adenosine 3'-phospho 5'-phosphosulfate transporter 1
60299at6656	Complete	AgamP4_3L:18235012-18236627	724.6	355	https://www.orthodb.org/v10?query=60299at6656	26S proteasome regulatory subunit 7
60333at6656	Complete	AgamP4_3R:10151201-10152986	714.8	400	https://www.orthodb.org/v10?query=60333at6656	U4/U6.U5 tri-snRNP-associated protein 2
60356at6656	Complete	AgamP4_2R:16892840-16896659	542.5	347	https://www.orthodb.org/v10?query=60356at6656	WD40-repeat-containing domain
60468at6656	Complete	AgamP4_2L:38888133-38890113	510.2	487	https://www.orthodb.org/v10?query=60468at6656	peroxisomal targeting signal 1 receptor
60682at6656	Complete	AgamP4_2R:15705486-15706848	344.7	273	https://www.orthodb.org/v10?query=60682at6656	Dual specificity phosphatase
60729at6656	Complete	AgamP4_2R:3501686-3503444	641.7	405	https://www.orthodb.org/v10?query=60729at6656	beta-catenin-like protein 1
60750at6656	Complete	AgamP4_X:11805259-11808354	263.8	307	https://www.orthodb.org/v10?query=60750at6656	Ubiquitinyl hydrolase 1
60762at6656	Complete	AgamP4_3L:6373362-6374914	418.1	298	https://www.orthodb.org/v10?query=60762at6656	General transcription factor IIH subunit
61081at6656	Complete	AgamP4_2R:26340055-26341531	264.7	274	https://www.orthodb.org/v10?query=61081at6656	methyltransferase-like protein 17, mitochondrial
61096at6656	Complete	AgamP4_2L:46252204-46253619	405.3	330	https://www.orthodb.org/v10?query=61096at6656	DNA methyltransferase 1-associated protein 1
61153at6656	Complete	AgamP4_3R:49911414-49912866	567.0	357	https://www.orthodb.org/v10?query=61153at6656	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
61180at6656	Complete	AgamP4_3R:20110315-20131753	468.8	432	https://www.orthodb.org/v10?query=61180at6656	chromosome transmission fidelity protein 18 homolog
61261at6656	Complete	AgamP4_2R:10518175-10520120	778.9	460	https://www.orthodb.org/v10?query=61261at6656	ATPase family AAA domain-containing protein 3
61577at6656	Complete	AgamP4_2R:41314829-41320307	850.3	457	https://www.orthodb.org/v10?query=61577at6656	uncharacterized F-box/LRR-repeat protein C02F5.7 isoform X1
61612at6656	Complete	AgamP4_3L:21112229-21120534	719.0	564	https://www.orthodb.org/v10?query=61612at6656	splicing factor 3A subunit 1
62010at6656	Complete	AgamP4_3R:4862847-4864781	129.1	149	https://www.orthodb.org/v10?query=62010at6656	phosphorylated adapter RNA export protein
62275at6656	Complete	AgamP4_2R:40436558-40438375	393.4	407	https://www.orthodb.org/v10?query=62275at6656	Mannosyltransferase
62580at6656	Complete	AgamP4_2R:9205698-9207589	374.9	239	https://www.orthodb.org/v10?query=62580at6656	steroid hormone receptor ERR1 isoform X1
62678at6656	Complete	AgamP4_3R:3827652-3832909	617.9	506	https://www.orthodb.org/v10?query=62678at6656	protein xmas-2
62914at6656	Complete	AgamP4_3R:49948463-49951693	488.3	444	https://www.orthodb.org/v10?query=62914at6656	protein SMG8
62979at6656	Complete	AgamP4_3L:37753456-37755301	798.7	449	https://www.orthodb.org/v10?query=62979at6656	negative elongation factor B
63193at6656	Complete	AgamP4_2R:12098232-12099566	513.9	326	https://www.orthodb.org/v10?query=63193at6656	protein disulfide-isomerase A6
63228at6656	Complete	AgamP4_3L:3302476-3305802	510.6	409	https://www.orthodb.org/v10?query=63228at6656	dnaJ homolog subfamily C member 11
63461at6656	Complete	AgamP4_3R:48450472-48467480	321.7	501	https://www.orthodb.org/v10?query=63461at6656	codanin-1
63923at6656	Complete	AgamP4_3L:31639611-31641947	454.1	368	https://www.orthodb.org/v10?query=63923at6656	transmembrane protein 145
63924at6656	Complete	AgamP4_2L:16878499-16880231	597.3	450	https://www.orthodb.org/v10?query=63924at6656	NEDD8-activating enzyme E1 regulatory subunit
64046at6656	Complete	AgamP4_2L:37071280-37075659	268.8	437	https://www.orthodb.org/v10?query=64046at6656	protein Smaug homolog 1
64896at6656	Complete	AgamP4_2L:6551570-6553509	454.2	382	https://www.orthodb.org/v10?query=64896at6656	transmembrane protein 161B
65490at6656	Complete	AgamP4_3R:3624886-3629309	384.5	323	https://www.orthodb.org/v10?query=65490at6656	FAS-associated factor 2
65508at6656	Complete	AgamP4_3L:33858476-33868323	635.9	366	https://www.orthodb.org/v10?query=65508at6656	trifunctional enzyme subunit beta, mitochondrial
65532at6656	Complete	AgamP4_2R:53324849-53327123	659.8	411	https://www.orthodb.org/v10?query=65532at6656	Transcription initiation factor TFIID subunit 6
65949at6656	Complete	AgamP4_3R:53005020-53006357	580.1	384	https://www.orthodb.org/v10?query=65949at6656	DDB1- and CUL4-associated factor 13
66028at6656	Complete	AgamP4_X:12108262-12111015	521.4	272	https://www.orthodb.org/v10?query=66028at6656	WD40-repeat-containing domain
66229at6656	Complete	AgamP4_2R:15155283-15156926	504.3	347	https://www.orthodb.org/v10?query=66229at6656	U3 small nucleolar RNA-associated protein 15 homolog
66299at6656	Complete	AgamP4_2R:4201710-4206120	605.8	314	https://www.orthodb.org/v10?query=66299at6656	26S protease regulatory subunit 10B
66366at6656	Complete	AgamP4_2R:5355921-5358448	448.8	357	https://www.orthodb.org/v10?query=66366at6656	3-phosphoinositide-dependent protein kinase 1
66597at6656	Complete	AgamP4_2R:26670116-26672229	580.9	410	https://www.orthodb.org/v10?query=66597at6656	dnaJ homolog subfamily C member 3
66770at6656	Complete	AgamP4_3L:17025704-17028010	527.9	384	https://www.orthodb.org/v10?query=66770at6656	General transcription factor IIH subunit 1
67113at6656	Complete	AgamP4_2L:16692991-16694449	503.6	347	https://www.orthodb.org/v10?query=67113at6656	26S proteasome non-ATPase regulatory subunit 12
67166at6656	Complete	AgamP4_2L:46056997-46060653	966.7	571	https://www.orthodb.org/v10?query=67166at6656	translocation protein SEC63 homolog
67191at6656	Complete	AgamP4_2R:9238730-9240376	455.3	278	https://www.orthodb.org/v10?query=67191at6656	cytochrome c oxidase assembly protein COX15 homolog
67491at6656	Fragmented	AgamP4_2R:33403490-33405607	215.8	164	https://www.orthodb.org/v10?query=67491at6656	serine/threonine-protein kinase STK11
67583at6656	Complete	AgamP4_3R:10364103-10365344	325.9	246	https://www.orthodb.org/v10?query=67583at6656	geranylgeranyl transferase type-1 subunit beta
67710at6656	Complete	AgamP4_2L:493635-497559	625.2	704	https://www.orthodb.org/v10?query=67710at6656	DNA replication ATP-dependent helicase/nuclease DNA2
68468at6656	Complete	AgamP4_2R:5427063-5428688	591.2	336	https://www.orthodb.org/v10?query=68468at6656	AP-3 complex subunit mu-1
68491at6656	Complete	AgamP4_3R:26345231-26350934	432.4	366	https://www.orthodb.org/v10?query=68491at6656	tetratricopeptide repeat protein 8
68731at6656	Complete	AgamP4_3R:31574721-31585936	560.4	384	https://www.orthodb.org/v10?query=68731at6656	ubiquitin carboxyl-terminal hydrolase 14
68876at6656	Complete	AgamP4_3R:9510130-9511987	613.7	295	https://www.orthodb.org/v10?query=68876at6656	Methionine aminopeptidase 2
68939at6656	Complete	AgamP4_X:12135380-12147583	714.1	498	https://www.orthodb.org/v10?query=68939at6656	Zinc finger, CCCH-type
68961at6656	Complete	AgamP4_2L:38869287-38872178	487.3	266	https://www.orthodb.org/v10?query=68961at6656	Ribonucleoside-diphosphate reductase subunit M2
68981at6656	Complete	AgamP4_3L:8753409-8754829	289.6	298	https://www.orthodb.org/v10?query=68981at6656	sister chromatid cohesion protein DCC1
68987at6656	Complete	AgamP4_3L:32414121-32415506	434.3	298	https://www.orthodb.org/v10?query=68987at6656	mannose-1-phosphate guanyltransferase alpha
69201at6656	Complete	AgamP4_3R:51913526-51915868	522.9	401	https://www.orthodb.org/v10?query=69201at6656	nitric oxide-associated protein 1
69238at6656	Complete	AgamP4_X:20424452-20427487	202.1	207	https://www.orthodb.org/v10?query=69238at6656	inositol polyphosphate 1-phosphatase
69284at6656	Complete	AgamP4_3R:23739142-23741033	184.3	184	https://www.orthodb.org/v10?query=69284at6656	protein CNPPD1
69394at6656	Complete	AgamP4_2L:2976315-2977871	631.4	330	https://www.orthodb.org/v10?query=69394at6656	H/ACA ribonucleoprotein complex subunit 4
69403at6656	Complete	AgamP4_X:9839945-9843690	450.9	313	https://www.orthodb.org/v10?query=69403at6656	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex
69742at6656	Complete	AgamP4_2R:7309120-7317239	363.2	307	https://www.orthodb.org/v10?query=69742at6656	26S proteasome non-ATPase regulatory subunit 13
69897at6656	Complete	AgamP4_2L:3042519-3046446	424.7	494	https://www.orthodb.org/v10?query=69897at6656	eukaryotic translation initiation factor 4 gamma 2
70078at6656	Complete	AgamP4_2R:10618304-10620043	526.4	314	https://www.orthodb.org/v10?query=70078at6656	Glycylpeptide N-tetradecanoyltransferase
70201at6656	Complete	AgamP4_X:11264036-11267184	656.4	370	https://www.orthodb.org/v10?query=70201at6656	ATPase, AAA-type, conserved site
70300at6656	Complete	AgamP4_2R:3260280-3261404	163.0	179	https://www.orthodb.org/v10?query=70300at6656	neugrin
70550at6656	Complete	AgamP4_X:9808559-9815851	253.5	181	https://www.orthodb.org/v10?query=70550at6656	solute carrier family 35 member E1 homolog
70663at6656	Complete	AgamP4_3L:41074969-41078430	456.4	297	https://www.orthodb.org/v10?query=70663at6656	probable ATP-dependent RNA helicase DDX52
71018at6656	Complete	AgamP4_2R:16412080-16414107	447.0	354	https://www.orthodb.org/v10?query=71018at6656	U4/U6 small nuclear ribonucleoprotein Prp4
71110at6656	Complete	AgamP4_2L:22654742-22656337	495.2	321	https://www.orthodb.org/v10?query=71110at6656	fumarylacetoacetase
71129at6656	Complete	AgamP4_2L:7792428-7803355	525.7	332	https://www.orthodb.org/v10?query=71129at6656	TRPL translocation defect protein 14 isoform X1
71199at6656	Complete	AgamP4_3L:38005435-38007051	591.1	308	https://www.orthodb.org/v10?query=71199at6656	ubiquitin carboxyl-terminal hydrolase 46
71230at6656	Complete	AgamP4_2R:25826519-25830845	348.0	260	https://www.orthodb.org/v10?query=71230at6656	Solute carrier family 25 member 46
71251at6656	Complete	AgamP4_2R:57346699-57348656	414.3	261	https://www.orthodb.org/v10?query=71251at6656	TBC1 domain family member 22B
71483at6656	Duplicated	AAAB01007859:25394-28516	305.5	238	https://www.orthodb.org/v10?query=71483at6656	Diphosphomevalonate decarboxylase
71483at6656	Duplicated	AgamP4_2R:6808183-6812372	306.1	238	https://www.orthodb.org/v10?query=71483at6656	Diphosphomevalonate decarboxylase
71937at6656	Complete	AgamP4_2L:47429656-47435213	492.4	421	https://www.orthodb.org/v10?query=71937at6656	von Willebrand factor A domain-containing protein 9
72450at6656	Complete	AgamP4_2L:47791669-47795096	385.6	428	https://www.orthodb.org/v10?query=72450at6656	uncharacterized protein C18orf8
72578at6656	Complete	AgamP4_3R:28115369-28117317	591.5	411	https://www.orthodb.org/v10?query=72578at6656	tRNA-dihydrouridine(47) synthase 
72583at6656	Complete	AgamP4_3L:39796415-39798178	583.9	390	https://www.orthodb.org/v10?query=72583at6656	Vang-like protein
72586at6656	Complete	AgamP4_2R:29134975-29137210	695.8	441	https://www.orthodb.org/v10?query=72586at6656	UbiB domain
72782at6656	Complete	AgamP4_X:128100-130369	395.7	291	https://www.orthodb.org/v10?query=72782at6656	Branched-chain-amino-acid aminotransferase
72857at6656	Complete	AAAB01008268:26849-28890	583.3	382	https://www.orthodb.org/v10?query=72857at6656	WD40-repeat-containing domain
73084at6656	Complete	AgamP4_2L:40193354-40198226	567.7	333	https://www.orthodb.org/v10?query=73084at6656	Eukaryotic translation initiation factor 3 subunit E
73301at6656	Complete	AgamP4_2L:27029081-27033193	676.5	401	https://www.orthodb.org/v10?query=73301at6656	Eukaryotic translation initiation factor 3 subunit L
73455at6656	Complete	AgamP4_2L:34077594-34079234	706.9	415	https://www.orthodb.org/v10?query=73455at6656	cactin
73456at6656	Complete	AgamP4_2R:27250894-27311892	672.0	600	https://www.orthodb.org/v10?query=73456at6656	Amyloidogenic glycoprotein
73547at6656	Complete	AgamP4_2R:22323679-22325382	67.1	156	https://www.orthodb.org/v10?query=73547at6656	Cell cycle checkpoint control protein
74030at6656	Complete	AgamP4_2L:17351179-17353473	399.2	529	https://www.orthodb.org/v10?query=74030at6656	anaphase-promoting complex subunit 5
74384at6656	Complete	AgamP4_3R:9721402-9722835	669.9	413	https://www.orthodb.org/v10?query=74384at6656	pyruvate dehydrogenase 
74655at6656	Complete	AgamP4_3R:30577348-30579308	572.6	408	https://www.orthodb.org/v10?query=74655at6656	EGF domain-specific O-linked N-acetylglucosamine transferase
74692at6656	Complete	AgamP4_3L:9134116-9136219	547.9	479	https://www.orthodb.org/v10?query=74692at6656	glycosylphosphatidylinositol anchor attachment 1 protein
74836at6656	Complete	AgamP4_2R:42411070-42418484	335.9	254	https://www.orthodb.org/v10?query=74836at6656	twinfilin
75692at6656	Complete	AgamP4_2R:625506-630386	504.7	308	https://www.orthodb.org/v10?query=75692at6656	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
75704at6656	Complete	AgamP4_2R:24959813-24972861	537.2	457	https://www.orthodb.org/v10?query=75704at6656	phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform isoform X1
75764at6656	Complete	AgamP4_2L:19145045-19147687	659.3	462	https://www.orthodb.org/v10?query=75764at6656	D-glucuronyl C5-epimerase
75982at6656	Complete	AgamP4_2R:57587636-57589182	400.5	381	https://www.orthodb.org/v10?query=75982at6656	protein Peter pan
76308at6656	Complete	AgamP4_2R:6496915-6498225	374.1	279	https://www.orthodb.org/v10?query=76308at6656	Methylthioribose-1-phosphate isomerase
76342at6656	Complete	AgamP4_3R:33492113-33493440	419.6	252	https://www.orthodb.org/v10?query=76342at6656	stomatin-like protein 2, mitochondrial
